"text","cmp_code","eu_code"
"Families come in different shapes and sizes and have different needs.","706",NA
"Our Conservative Government has consistently supported all families – we think that's real fairness.","706",NA
"This support includes adoptive families.","706",NA
"About 3,000 children are adopted in Canada every year but, at any given time, there are about 30,000 children within this country alone in need of stable homes filled with love,","706",NA
"and thousands of Canadian families waiting to invite them into their hearts and lives.","706",NA
"We recognize that adoption costs can be high and in some cases prohibitive for families.","706",NA
"That's why we've:   Expanded the Adoption Expense Tax Credit.","504",NA
"Extended EI parental benefits to foster parents who choose to adopt.","504",NA
"Cut backlogs and wait times for adopted children as part of our immigration reforms.","303",NA
"We'll continue to support adoptive families in giving children a loving home.","504",NA
"A re-elected Conservative Government will increase our support for these caring Canadians, by increasing the amount eligible for the Adoption Expense Tax Credit from $15,000 to $20,000 per child,","504",NA
"and by making this tax credit fully refundable.","504",NA
"The birth of a new baby is an exciting time for all involved, especially moms and dads.","706",NA
"It's also a period of tremendous change for parents as they adjust their work and home lives to the new responsibilities of parenthood.","706",NA
"Our Conservative Government wants to support parents during this critically important period.","504",NA
"Increasing job flexibility is one way to support moms and dads who want to spend as much time as possible with their babies as they grow and take their first steps.","504",NA
"Some parents also see the transition to parenthood as a good time to pursue their entrepreneurial instincts.","504",NA
"That's why a re-elected Conservative Government will:   Expand Employment Insurance maternity and parental benefits and federal leave provisions to increase flexibility for new parents and encourage those with self-employment goals.","504",NA
"New parents in federally regulated sectors will be provided with job protection to care for a baby up to 18 months of age, allowing workers to take up to 6 months of additional unpaid leave.","504",NA
"Parents can opt to receive their EI parental benefits at the full rate for up to 35 weeks,","504",NA
"or they can extend those payments at a lesser rate up to a maximum of 61 weeks.","504",NA
"When combined with other EI maternity leave, this can provide parents with a stream of income for 18 months while caring for their babies.","504",NA
